Id,Archivo,Auditorio,Biblioteca,Centro_cultural,Centro_de_interpretacion,Centro_docente,Cine,Galeria_de_arte,Museo,Sala_de_conciertos,Sala_de_exposiciones,Sala_polivalente,Teatro,Idmuni,Denominacion,Direccion,Codpos,Telefono,Fax,Mail,Web,Horario,Instalaciones,Aforo,Idtitular,Facebook,Youtube,Tweeter,Imag01,Imag02,Usuario,Fechor,lat,lng,usoprincipal
784,n,n,n,s,n,n,n,n,n,n,n,n,n,17,Centro cultural de Roque Pálmez,Lugar diseminado El Toscón,35360,928 666 001 ,,info@tejeda.es,http://www.tejeda.es/,,,0,104,,,,gcccroquepalmez.jpg,blanco.jpg,nieduq,2015-07-28 14:14:34,27.9692264510643,-15.6622007753678,centro cultural
785,n,n,n,s,n,n,n,n,n,n,n,n,n,45,Centro Cultural de Ruigómez,"Avda. Oriente, 24",38435,922 136 715 (Ayto.),922 136 766 (Ayto.),,http://www.eltanque.es/,,,0,45,,,,tfccruigomez.jpg,blanco.jpg,nieduq,2015-12-22 13:50:13,28.3395759042679,-16.7920305950057,centro cultural
786,n,n,n,s,n,n,n,n,n,n,n,n,n,86,Centro Sociocultural de San Andrés,"Ctra. Gral. de San Andrés, 13",38915,922 554 011 / 922 550 078 ext. 1430,,,http://www.elhierro.es/,,,0,125,http://www.facebook.com/cabildodeelhierro,,,blanco.jpg,blanco.jpg,marieli,2016-04-01 12:01:52,27.7706335120669,-17.9559528201706,centro cultural
787,n,n,n,s,n,n,n,n,n,n,n,n,n,48,Centro Cultural de San Isidro,"c/ Los Panaderos, s/n ",38611,922 759 900 (Ayto.),,,,,,0,53,,,,tfccsanisidro.jpg,blanco.jpg,nieduq,2015-12-15 12:29:06,28.0796406783115,-16.5577731601621,centro cultural
788,n,n,n,s,n,n,n,n,n,n,n,s,n,74,Centro Cultural de San Simón,"Camino de Los Pasitos, s/n. San Simón",38730,931 440 003,922 428 247,ayuntamiento@villademazo.es,http://www.villademazo.es,,"Salón con aforo de 50 personas. Baños. Local dedicado a diferentes actividades, cursos y al enrame del arco de Corpus Christi por los vecinos del barrio.",50,119,https://www.facebook.com/pages/Ayuntamiento-de-Villa-de-Mazo/164193783721628,,,lpccsansimon.jpg,blanco.jpg,nieduq,2015-11-09 13:48:41,28.5953050367630,-17.7697929218529,centro cultural
789,n,n,n,s,n,n,n,n,n,n,n,n,n,6,Centro Cultural de Santidad,"C/ Los Caídos, 19",35400,928 622 795,,cultura@arucas.org,,,,0,34,,,,gcccsantidad.jpg,blanco.jpg,nieduq,2015-07-28 14:16:08,28.1092405267065,-15.5088866267315,centro cultural
790,n,n,n,s,n,n,n,n,n,n,n,n,n,35,Centro Cultural de Tarajalejo,"c/ Cabrera Martín, 1",35629,928 164 045,928 164 186,cultura@ayuntamientotuineje.com,,,,0,111,,,,ftcentrculttarajalejotuin.jpg,blanco.jpg,nieduq,2015-12-15 11:29:35,28.1931949263981,-14.1158692183131,centro cultural
791,n,n,n,s,n,n,n,n,n,n,n,n,n,37,Centro Cultural de Taucho,"c/ Virgen del Socorro, s/n",38660,922 163 111,,,http://goo.gl/R31SHi,,Centro de acceso público a Internet,0,21,,,,tfcctaucho.jpg,blanco.jpg,desrie,2015-12-22 14:27:41,28.1524662352075,-16.7296372980989,centro cultural
792,n,n,n,s,n,n,n,n,n,n,n,n,n,30,Centro Cultural de Tefia,Aldea Tefía,35611,928 850 110,,ayuntamiento@puertodelrosario.org,,,,0,81,,,,blanco.jpg,blanco.jpg,NULL,NULL,28.5219422977919,-13.9900997455711,centro cultural
793,n,n,n,s,n,n,n,n,n,n,n,n,n,17,Centro Cultural de Tejeda,"Párroco Rodríguez Vega, 9",35360,928 666 001 ,,info@tejeda.es,http://www.tejeda.es/,,,0,104,,,,gccctejeda.jpg,blanco.jpg,nieduq,2015-07-28 14:16:23,27.9969495458705,-15.6150632759910,centro cultural
794,n,n,n,s,n,n,n,n,n,n,n,n,n,49,Centro Cultural de Tejina de Isora,"c/ Corazones de Tejina, s/n",38685,922 857 599,,cultura@guiadeisora.org,http://goo.gl/pP3knH,,,0,54,,,,tfcctejinaisora.jpg,blanco.jpg,desrie,2015-12-22 12:55:29,28.1863238943366,-16.7641473608768,centro cultural
795,n,n,n,s,n,n,n,n,n,n,n,n,n,41,Centro Cultural de Teno Alto,Plaza de Teno Alto,38489,922 129 030,922 127 108,,,,"Centro de acceso público a Internet, biblioteca y sala de usos múltiples",0,39,,,,blanco.jpg,tfcctenoaltoint.jpg,eliizq,2016-04-04 12:29:44,28.3432271300136,-16.8762953803842,centro cultural
796,n,n,n,s,n,n,n,n,n,n,n,n,n,35,Centro Cultural de Tequital,Tequital,35629,928 164 045,928 164 186,cultura@ayuntamientotuineje.com,,,,0,111,,,,ftcentrculttequital.jpg,blanco.jpg,nieduq,2015-12-15 11:30:18,28.2755239625575,-13.9903691494734,centro cultural
797,n,n,n,s,n,n,n,n,n,n,n,n,n,35,Centro Cultural de Tesejerague,"Lugar Tesejerague, s/n",35629,928 164 045,928 164 186,cultura@ayuntamientotuineje.com,,,,0,111,,,,ftcentrculttesejerague.jpg,blanco.jpg,nieduq,2015-12-15 11:31:34,28.2807586930322,-14.1104040529050,centro cultural
798,n,n,n,s,n,n,n,n,n,n,n,n,n,30,Centro Cultural de Tesjuate,Tesjuate,35611,928 850 110,,ayuntamiento@puertodelrosario.org,,,,0,81,,,,ftcentrculttesjuate.jpg,blanco.jpg,nieduq,2015-12-15 12:27:13,28.4878098406440,-13.9384369854615,centro cultural
799,n,n,n,s,n,n,n,n,n,n,n,n,n,57,Centro Cultural de Tierra del Trigo,Camino Los Morales,38435,922 840 004 (Ayto.),,,http://www.lossilos.es,,,0,75,,,,tfcctierratrigo.jpg,blanco.jpg,desrie,2015-12-22 13:00:10,28.3561950835652,-16.8023863875050,centro cultural
800,n,n,n,s,n,n,n,n,n,n,n,s,n,74,Centro Cultural de Tigalate,"Camino de Tigalate, s/n",38730,929 440 003,922 428 247,ayuntamiento@villademazo.es,http://www.villademazo.es,,"Salón con aforo de 50 personas. Baños. Local dedicado a diferentes actividades, cursos y al enrame del arco de Corpus Christi por los vecinos del barrio.",50,119,https://www.facebook.com/pages/Ayuntamiento-de-Villa-de-Mazo/164193783721628,,,lpcctigalate.jpg,blanco.jpg,nieduq,2015-11-09 13:49:32,28.5540852587804,-17.8003775103596,centro cultural
801,n,n,n,s,n,n,n,n,n,n,n,s,n,74,Centro Cultural de Tiguerorte,Ctra. Gral. Hoyo de Mazo. Tiguerorte,38730,933 440 003,922 428 247,ayuntamiento@villademazo.es,http://www.villademazo.es,,"Salón con aforo de 50 personas. Baños. Local dedicado a diferentes actividades, cursos y al enrame del arco de Corpus Christi por los vecinos del barrio.",50,119,https://www.facebook.com/pages/Ayuntamiento-de-Villa-de-Mazo/164193783721628,,,lpcctiguerorte.jpg,blanco.jpg,nieduq,2015-11-09 13:42:19,28.5583730000204,-17.7927324547112,centro cultural
802,n,n,n,s,n,n,n,n,n,n,n,n,n,37,Centro Cultural de Tijoco Alto,"Tijoco Alto, s/n",38660,922 163 161,,,http://goo.gl/R31SHi,,Centro de acceso público a Internet,0,21,,,,tfcctijoco.jpg,blanco.jpg,desrie,2015-12-22 13:03:28,28.1688777775146,-16.7336345797833,centro cultural
803,n,n,n,s,n,n,n,n,n,n,n,n,n,33,Centro Cultural de Tindaya,"c/ Ntra. Sra. de la Caridad, 25",35649,928 865 602,,cultura@laoliva.es,http://www.laoliva.es/,,,0,67,,,,blanco.jpg,blanco.jpg,NULL,NULL,28.5861520611050,-13.9784900766154,centro cultural
804,n,n,n,s,n,n,n,n,n,n,n,s,n,74,Centro Cultural de Tirimaga,"Camino Cuesta del Pinito, s/n",38730,928 440 003,922 428 247,ayuntamiento@villademazo.es,http://www.villademazo.es,,"Salón con aforo de 50 personas. Baños. Local dedicado a diferentes actividades, cursos y al enrame del arco de Corpus Christi por los vecinos del barrio.",50,119,https://www.facebook.com/pages/Ayuntamiento-de-Villa-de-Mazo/164193783721628,,,lpcctirimaga.jpg,blanco.jpg,nieduq,2015-11-09 13:54:17,28.5759474369605,-17.7863943149154,centro cultural
805,n,n,n,s,n,n,n,n,n,n,n,n,n,35,Centro Cultural de Tiscamanita,"c/ San Marcos, s/n",35638,928 164 045,928 164 186,cultura@ayuntamientotuineje.com,,,,0,111,,,,ftcentculttiscamanita.jpg,blanco.jpg,nieduq,2015-12-15 13:32:24,28.3511809353303,-14.0372056615073,centro cultural
806,n,n,n,s,n,n,n,n,n,n,n,n,n,34,Centro Cultural de Toto,"Cuesta San Antonio, 8",35628,928 161 901,,cultura@pajara.es,http://www.pajara.es/,,,0,79,,,,blanco.jpg,blanco.jpg,NULL,NULL,28.3592876964691,-14.0874830923847,centro cultural
807,n,n,n,s,n,n,n,n,n,n,n,n,n,35,Centro Cultural de Tuineje,"c/ Eustaquio Gopar, 15",35629,928 164 045,928 164 186,cultura@ayuntamientotuineje.com,,,,0,111,,,,ftcentroculttuineje.jpg,blanco.jpg,nieduq,2015-12-15 12:31:37,28.3248465093863,-14.0471681447385,centro cultural
808,n,n,n,s,n,s,n,n,n,s,s,s,s,84,Centro Cultural de Valle Gran Rey,"c/ General nº1, El Caidero, La Calera",38870,922 805 811,,centrocultural@vallegranrey.es,,De 09:00 a 13:00 y de 16:00 a 20:00  De lunes a viernes,"Teatros, conciertos, exposiciones, cursos. Escuela Municipal de Música ",0,112,,,,gmccvallegranrey.jpg,gmccvallegranreyindex.jpg,marieli,2016-02-23 13:28:21,28.0958865198403,-17.3344087015073,centro cultural
809,n,n,n,s,n,n,n,n,n,n,n,n,n,33,Centro Cultural de Vallebrón,"c/ La Mareta, 6",35649,928 868 015,,cultura@laoliva.es,http://www.laoliva.es/,,,0,67,,,,blanco.jpg,blanco.jpg,NULL,NULL,28.5823156074451,-13.9338496106858,centro cultural
810,n,n,s,s,n,n,n,n,n,n,n,s,n,44,Centro Cultural del Casco,"c/ Manuel Nepomuceno, 12 (trasera del Ayuntamiento)",38360,922 573 038 / 922 570 00 ext. 145 (tardes),,cultura@elsauzal.es,http://goo.gl/cYD1BJ,Lunes a viernes de 08.00 a 15.00 y de 16.00 a 21.00h. Sábados de 10.00 a 14.00h.,"Complejo polivalente que alberga, además de la Biblioteca Municipal, la Casa de la Juventud, salón de actos (81 espectadores), salas de expresión musical y expresión corporal, y varias salas de usos diversos. ",81,44,,,,tfcccascosauzal.jpg,blanco.jpg,desrie,2015-12-22 13:11:33,28.4783089088418,-16.4362174869047,centro cultural
811,n,n,n,s,n,n,n,n,n,n,n,n,n,61,Centro Cultural El Chapatal,"Ctra. Vieja, s/n",38390,922 301 640 (Ayto.),,,,,,0,98,,,,tfccchapatal.jpg,blanco.jpg,nieduq,2015-12-22 13:56:31,28.4291211919769,-16.4841167614175,centro cultural
812,n,n,n,s,n,n,n,n,n,n,n,n,n,43,Centro Cultural El Chijo,Camino La Fuente. Machado,38190,922 010 160 (Ayto.),,,,,,0,43,,,,tfccchijo.jpg,blanco.jpg,desrie,2015-12-22 13:18:29,28.4164039756195,-16.3391337532951,centro cultural
813,n,n,n,s,n,n,n,n,n,n,n,n,n,50,Centro Cultural El Escobonal,"Plaza de San José, s/n ",38591,922 526 129 (Ayto.),,,,,,0,55,,,,tfccescobonal.jpg,blanco.jpg,nieduq,2015-12-22 14:04:52,28.2631507384312,-16.4282607021956,centro cultural
814,n,n,n,s,n,n,n,n,n,n,n,s,n,44,Centro Cultural El Hayal,"Pasaje El Hayal, s/n",38360,922 584 657,922 585 116,bego@elsauzal.es,http://goo.gl/wTBz7n,Lunes a viernes de 16.00 a 20.00 h.,Edificio de 98m2 con una sala polivalente de 66m2. Centro de acceso público a Internet,0,44,https://es-es.facebook.com/elhayal.telecentro,,,tfcchayal.jpg,blanco.jpg,desrie,2015-12-22 13:23:42,28.4611880136163,-16.4347947779232,centro cultural
815,n,n,n,s,n,n,n,n,n,n,n,n,n,62,Centro Cultural El Molledo,,38690,922863127 ext. 234,,,,,,0,99,,,,tfccmolledo.jpg,blanco.jpg,desrie,2015-12-22 13:26:49,28.2869497631166,-16.8136668928164,centro cultural
816,n,n,n,s,n,n,n,n,n,n,n,n,n,39,Centro Cultural El Río de Arico,"c/ Hoya Las Escobas, s/n",38593,922 768 242 (Ayto.),,,,,,0,29,,,,tfccrio.jpg,blanco.jpg,desrie,2015-12-22 13:31:44,28.1425566419308,-16.5223856287914,centro cultural
817,n,n,n,s,n,n,n,n,n,n,n,n,n,59,Centro Cultural El Rosario,c/ El Rosario,38420,922 360 003 (Ayto.),,,,,,0,89,,,,tfccrosario.jpg,blanco.jpg,desrie,2015-12-22 13:34:13,28.3956307573391,-16.6282785292576,centro cultural
818,n,s,n,s,n,n,n,n,n,n,n,n,s,13,Centro Cultural El Tablero,"C/ Venezuela, 22. El Tablero",35109,928 723 400 ext.1809,,,http://www.maspalomas.com,Lunes a viernes de 10:00 a 22:00h.,"Teatro, aforo 280 plazas",280,87,https://www.facebook.com/CulturaMaspalomasCostaCanaria?fref=ts,,https://twitter.com/culturasbt,gccctablero.jpg,blanco.jpg,nieduq,2015-07-30 14:24:26,27.7719991175413,-15.6036327088503,centro cultural
819,n,n,n,s,n,n,n,n,n,s,n,s,n,36,Centro Cultural El Tranvía,"Carretera General Santa Cruz Laguna, 5. Plaza del Tranvía",38320,922 656 544,,cmeltranvia@gmail.com,http://goo.gl/F9GIyQ,"Lunes, martes y miércoles de 8.30 a 22.00h jueves de 8.30 a 21.30 horas",Escenario de 24m2. Equipos de sonido e iluminación.,152,64,,,,tfcctranvia.jpg,blanco.jpg,desrie,2015-12-22 13:36:52,28.4687693582590,-16.2859859165252,centro cultural
820,n,n,n,s,n,n,n,n,n,n,n,n,n,47,Centro Cultural El Volcán,"Transversal Mariano Nicolás, s/n",38450,922 830 000,,,,,,0,51,,,,blanco.jpg,blanco.jpg,NULL,NULL,28.3724244621533,-16.7630499111222,centro cultural
821,n,n,n,s,n,n,n,n,n,n,n,n,n,30,Centro Cultural Fabelo,"c/ Tenerife, s/n",35600,928 850 110,,ayuntamiento@puertodelrosario.org,,,,0,81,,,,ftcentrcultfabelo.jpg,blanco.jpg,nieduq,2015-12-15 12:40:26,28.5049646609598,-13.8713234362399,centro cultural
822,n,n,n,s,n,n,n,n,n,n,n,n,n,86,Centro Sociocultural Francisco Acosta de Isora,"c/ Cercado Viejo, 2",38915,922 554 011 / 922 550 078 ext. 1430,,,http://www.elhierro.es/,,,0,125,http://www.facebook.com/cabildodeelhierro,,,ehccfcoacostaquintero.jpg,blanco.jpg,marieli,2016-04-01 10:57:49,27.7499097108406,-17.9480967443467,centro cultural
823,n,n,n,s,n,n,n,n,n,n,n,n,n,30,Centro Cultural Fuerte Mistura,c/ Comandante Díaz Trayter,35600,928858766,,,,,,0,81,,,,blanco.jpg,blanco.jpg,NULL,NULL,28.5009296018646,-13.8532149856966,centro cultural
824,n,n,n,s,n,n,n,n,n,n,n,n,n,62,Centro Cultural Grama,"c/ La Placeta, 10 ",38690,922863127 ext. 234,,,,,,0,99,,,,tfccgrama.jpg,blanco.jpg,desrie,2015-12-22 13:43:18,28.2976114883971,-16.8155230950406,centro cultural
825,n,n,n,s,n,s,n,n,n,n,n,n,n,8,Centro Cultural Guaires,"c/ Audiencia, 5",35460,928 551090,617778272,cmruizmoreno@gmail.com gmorenocanarias@hotmail.com,http://www.galdar.es,,Acoge la Escuela de Pintura y Dibujo Josefa Medina,185,50,,,,gcccguaires.jpg,blanco.jpg,nieduq,2015-07-30 14:25:29,28.1446807423041,-15.6575646423537,centro cultural
826,n,n,n,s,n,n,n,n,n,n,n,n,n,60,Centro Cultural Guargacho,"c/ Hermanos Álvarez Quintero, 11",38620,922 784 254,,,,Horario: 8:00 a 13:00 y 16:00 a 20:00h.,,0,90,,,,ttccguargacho.jpg,blanco.jpg,desrie,2015-12-22 14:25:51,28.0345451252095,-16.6372711766318,centro cultural
827,n,n,s,s,n,n,n,n,n,n,n,s,n,82,Centro cultural Imada,"c/ Los Toscales, 4. Imada",38812,922 895 155,922 895 376,cultura@ayuntamientoalajero.es,http://www.ayuntamientoalajero.es,,"Sala de informática y sala de reuniones, biblioteca y aula de juegos.",0,26,https://www.facebook.com/pages/Ayuntamiento-de-Alajer%C3%B3/162808460406302,,,gmccultimada.jpg,blanco.jpg,karinag,2015-11-20 13:48:06,28.0842676870010,-17.2410433043482,centro cultural
828,n,n,n,s,n,n,n,n,n,n,n,n,n,64,Centro Cultural Jesús Amador Melián,"Ctra. Gral La Laguna - Punta del Hidalgo, 268",38280,922 316 119,922 540 903,cultura@tegueste.org,http://www.tegueste.org,,,0,102,https://www.facebook.com/Cultura.Tegueste,,,tfccjesusamador.jpg,blanco.jpg,desrie,2015-12-22 13:52:29,28.5227745299251,-16.3448587509963,centro cultural
829,n,n,n,s,n,n,n,n,n,n,n,n,n,35,Centro Cultural Juan Gopar,Juan Gopar,35629,928 164 045,928 164 186,cultura@ayuntamientotuineje.com,,,,0,111,,,,blanco.jpg,blanco.jpg,NULL,NULL,28.2698361803737,-14.0386633794896,centro cultural
830,n,n,n,s,n,n,n,n,n,n,n,n,n,29,Centro Cultural La Aurora,"c/ El Marisco, 29. Playa Blanca",35580,,,,http://www.yaiza.es,Lunes a viernes de 16:00 a 21:00 h.,,0,120,,,,lzcentcultaurora.jpg,blanco.jpg,nieduq,2016-01-05 13:39:47,28.8639593392591,-13.8270369502785,centro cultural
831,n,n,n,s,n,n,n,n,n,n,n,n,n,30,Centro Cultural La Charca,"c/ Presidente Santiago Hormiga, 3",35600,928 850 110,,ayuntamiento@puertodelrosario.org,,,,0,81,,,,blanco.jpg,blanco.jpg,NULL,NULL,28.5065292230242,-13.8666099809760,centro cultural
832,n,n,n,s,n,n,n,n,n,n,n,n,n,31,Centro Cultural La Corte,"c/ La Corte, 43",35638,,,,http://goo.gl/QRaDkJ,,,0,27,,,,blanco.jpg,blanco.jpg,NULL,NULL,28.4096121308047,-14.0116721769043,centro cultural
833,n,n,n,s,n,n,n,n,n,n,n,n,n,61,Centro Cultural La Corujera,c/ Guanches,38390,922 301 640 (Ayto.),,,,,,0,98,,,,blanco.jpg,blanco.jpg,NULL,NULL,28.4153843398801,-16.4927054233793,centro cultural
834,n,n,n,s,n,n,n,n,n,n,n,n,n,51,Centro Cultural La Florida. Icod de los Vinos,"Camino La Florida, s/n",38434,922 869 600 (Ayto.),,,,,,0,58,,,,tfccflorida.jpg,blanco.jpg,marieli,2016-03-08 14:32:26,28.3673129526564,-16.6694678767624,centro cultural
835,n,n,n,s,n,n,n,n,n,n,n,n,n,54,Centro Cultural La Florida. La Orotava,"Camino Guache, 45",38300,,,,,,,0,68,,,,tfccfloridaoro.jpg,blanco.jpg,marieli,2016-03-08 14:32:40,28.3904224710638,-16.5047952695793,centro cultural
836,n,n,n,s,n,n,n,n,n,n,n,n,n,11,Centro cultural La Fonda,Plaza Sarmiento y Coto,35140,Ayuntamiento 928 569 100,,,http://www.mogan.es,,,0,77,,,,gcccfonda.jpg,blanco.jpg,nieduq,2015-07-30 14:25:43,27.8838436311367,-15.7244731283521,centro cultural
837,n,n,n,s,n,n,n,n,n,n,n,n,n,30,Centro Cultural La Matilla,Aldea La Matilla,35613,928 850 110,,ayuntamiento@puertodelrosario.org,,,,0,81,,,,blanco.jpg,blanco.jpg,NULL,NULL,28.5594819310041,-13.9589736765663,centro cultural
838,n,n,n,s,n,n,n,n,n,n,n,n,n,81,Centro Cultural La Palmita,Plaza de La Palmita,38830,922 800 778,922 146 040 ,registro@aytoagulo.com,http://www.agulo.org,Miércoles de 8:00 a 11:00h.,,0,25,https://www.facebook.com/pages/Agulo-La-Gomera/397690750300656,,,blanco.jpg,blanco.jpg,karinag,2015-11-20 13:51:35,28.1589186470955,-17.2292607808283,centro cultural
839,n,n,n,s,n,n,n,n,n,n,n,n,n,34,Centro Cultural La Pared,"Lugar de La Pared, s/n",35627,928 161 447,,cultura@pajara.es,http://www.pajara.es/,,,0,79,,,,ftcentrcultlapared.jpg,blanco.jpg,nieduq,2015-12-15 12:39:26,28.2293871280938,-14.1933895669107,centro cultural
840,n,n,n,s,n,n,n,n,n,n,n,n,n,37,Centro Cultural La Postura,"Avda. Constitución, 19",38660,922 782 942,,,http://goo.gl/ftuk9S,,,0,21,,,,tfccpostura.jpg,blanco.jpg,desrie,2015-12-22 14:16:58,28.1213785971648,-16.7287068132636,centro cultural
841,n,n,n,s,n,n,n,n,n,n,n,n,n,18,Centro Cultural La Taborda,"c/ Alcade de Móstoles, 40",35213,Ayuntamiento 928 699 854,,info@teldecultura.org,http://www.teldecultura.org/,,,0,106,,,,gccctaborda.jpg,blanco.jpg,nieduq,2015-07-30 14:26:18,28.0081051735489,-15.4049560756727,centro cultural
842,n,n,n,s,n,n,n,n,n,n,n,n,n,46,Centro Cultural La Zarza,"c/ Calvario, 1",38579,,,,http://www.ayuntamientodefasnia.es,,Centro de Acceso Público a Internet,0,46,,,,tfcczarza.jpg,blanco.jpg,desrie,2015-12-22 14:19:17,28.2361785179691,-16.4555037246442,centro cultural
843,n,n,n,s,n,n,n,n,n,n,n,n,n,69,Centro Cultural Las Calcinas,"Carretera Timibuca, 8",38710,923 438 001 / 922 437 009,,balta@balta.org,http://www.balta.org/,,,0,37,,,,blanco.jpg,blanco.jpg,NULL,NULL,28.6846094226120,-17.7698382937431,centro cultural
844,n,n,n,s,n,n,n,n,n,n,n,n,n,46,Centro Cultural Las Eras,"c/ Plaza, s/n",38570,,,,http://www.ayuntamientodefasnia.es,,,0,46,,,,tfcceras.jpg,blanco.jpg,desrie,2015-12-28 11:58:46,28.1945279097665,-16.4230603130148,centro cultural
845,n,n,n,s,n,n,n,n,n,n,n,n,n,40,Centro Cultural Las Galletas,"Avda. Dionisio González, 10 ",38631,922 053 032,922 053 035,,,Lunes a viernes de 08:00 a 22:00h.,,0,30,,,,tfccgalletas.jpg,blanco.jpg,desrie,2015-12-28 12:02:05,28.0075622119536,-16.6574919964345,centro cultural
846,n,n,s,s,n,n,n,n,n,n,n,s,n,72,Centro Cultural Las Indias,"Ctra. General, Las Indias",38740,922 444 003,924 444 303,fuencalientedelapalma@gmail.com,http://www.fuencalientedelapalma.org,,118m2. Biblioteca y sala de conferencias.,120,49,,,,lpcclasindias.jpg,blanco.jpg,nieduq,2015-11-09 14:17:56,28.5018630040918,-17.8610671965892,centro cultural
847,n,n,n,s,n,n,n,n,n,n,n,n,n,62,Centro Cultural Las Manchas,,38690,922863127 ext. 234,,,,,,0,99,,,,tfccmanchas.jpg,blanco.jpg,desrie,2015-12-28 12:05:16,28.2840051172100,-16.8009261406666,centro cultural
848,n,n,n,s,n,n,n,n,n,n,n,n,n,37,Centro Cultural Las Nieves,"Barrio de Las Nieves, s/n",38660,922 756 243,,,http://goo.gl/5SiAIF,,,0,21,,,,tfccnieves.jpg,blanco.jpg,desrie,2015-12-28 12:06:52,28.1194351275764,-16.7372140464742,centro cultural
849,n,n,n,s,n,n,n,n,n,n,n,n,n,30,Centro Cultural Las Parcelas,Caserío Las Parcelas,35017,928 850 110,,ayuntamiento@puertodelrosario.org,,,,0,81,,,,blanco.jpg,blanco.jpg,NULL,NULL,28.5321037210980,-14.0380197806679,centro cultural
850,n,n,n,s,n,n,n,n,n,n,n,n,n,81,Centro Cultural Las Rosas. Agulo,Plaza de Santa Rosa de Lima,38830,922 800 977,922 146 040,registro@aytoagulo.com,http://www.agulo.org,Martes y jueves de 8:00 a 11:00h.,,0,25,,,,blanco.jpg,blanco.jpg,marieli,2016-03-08 14:32:56,28.1827093696418,-17.2255476055953,centro cultural
851,n,n,n,s,n,n,n,n,n,n,n,n,n,59,Centro Cultural Las Rosas. San Juan de la Rambla,Plaza Las Rosas,38420,922 360 003 (Ayto.),,,,,,0,89,,,,blanco.jpg,blanco.jpg,marieli,2016-03-08 14:33:17,28.3744673556848,-16.6366485972820,centro cultural
852,n,n,n,s,n,n,n,n,n,n,n,n,n,60,Centro Cultural Llano del Camello,"c/ Tomás Cruz, s/n  ",38620,922 703 756,,,,Horario: 10:00 a 14:00 y 16:00 a 20:00 hrs.,,0,90,,,,tfccllanocamello.jpg,blanco.jpg,desrie,2015-12-28 12:12:23,28.0567956249377,-16.6187345025725,centro cultural
853,n,n,n,s,n,n,n,n,n,n,n,n,n,64,Centro Cultural Lomo Las Rías,"c/ Lomo Las Rías, s/n",38280,922 316 119,922 540 903,cultura@tegueste.org,http://www.tegueste.org,,,0,102,https://www.facebook.com/Cultura.Tegueste,,,tfcclomorias.jpg,blanco.jpg,desrie,2015-12-28 12:20:14,28.5249591443687,-16.3591428173440,centro cultural
854,n,n,n,s,n,n,n,n,n,n,n,n,n,31,Centro Cultural Los Alares,"c/ Los Alares, 8",35638,,,,http://goo.gl/eHXrfQ,,Clases de apoyo y actividades puntuales. Plaza con escenario.,0,27,,,,ftcentrcultlosalares.jpg,blanco.jpg,marieli,2016-02-18 10:46:00,28.3804827587875,-13.9524570536544,centro cultural
855,n,n,n,s,n,n,n,n,n,n,n,n,n,67,Centro Cultural Los Barros,"c/ Camino La Caldera, 38",38760,922 460 111,,,http://www.aridane.info,,,0,72,,,,lpccbarros.jpg,blanco.jpg,nieduq,2015-11-09 14:21:32,28.6688307816117,-17.9152166299146,centro cultural
856,n,s,n,s,n,n,n,n,n,n,n,s,s,72,Centro Cultural Los Canarios,"Ctra.  general, 75",38740,922 444 003,923 444 303,fuencalientedelapalma@gmail.com,http://www.fuencalientedelapalma.org,Lunes a viernes de 10:00 a 13:00 y de 17:00 a 20:00,360m2 y 82m2,520,49,,,,lpbibfuencaliente.jpg,lpcccanariosint.jpg,marieli,2016-02-23 13:29:25,28.4945835914624,-17.8459267572105,centro cultural
857,n,n,n,s,n,n,n,n,n,n,n,n,n,40,Centro Cultural Los Cristianos,"Plza. del Pescador, 1",38650,922 757 006,922 757 138,infocultura@arona.org,http://goo.gl/ltqoaT,Lunes a viernes a 8:00 a 22:00h.; Sábados de 9:00 a 13:00h.,,0,30,,,,tfcccristianos.jpg,blanco.jpg,desrie,2015-12-28 12:21:59,28.0530064291652,-16.7142292010106,centro cultural
858,n,n,n,s,n,n,n,n,n,n,n,n,n,33,Centro Cultural Los Lajares,"c/ Coronel González del Yerro, s/n",35640,928 863 024,,cultura@laoliva.es,http://www.laoliva.es/,,,0,67,,,,ftcasacostillalajext.jpg,blanco.jpg,nieduq,2015-11-23 12:35:27,28.6785931035953,-13.9384610515997,centro cultural
859,n,n,n,s,n,n,n,n,n,n,n,n,n,18,Centro Cultural Los Melones,Paseo marítimo de La garita,35212,Ayuntamiento 928 699 853,,info@teldecultura.org,http://www.teldecultura.org/,,,0,106,,,,gcccmelones.jpg,blanco.jpg,nieduq,2015-07-30 14:27:40,28.0052676352099,-15.3766125593858,centro cultural
860,n,n,n,s,n,n,n,n,n,n,n,n,n,37,Centro Cultural Los Menores,"c/ Virgen de Fátima, s/n",38660,922 781 314,,,http://goo.gl/R31SHi,,,0,21,,,,tfccmenores.jpg,blanco.jpg,desrie,2015-12-28 12:28:42,28.1398082958460,-16.7547281821090,centro cultural
861,n,n,n,s,n,n,n,n,n,n,n,n,n,46,Centro Cultural Los Roques,"Urb. Los Roques, s/n",38570,922 530 028 (Ayto.),,,http://www.ayuntamientodefasnia.es,,Alberga también un Centro de Acceso Público a Internet,0,46,,,,tfccroques.jpg,blanco.jpg,desrie,2015-12-28 12:30:10,28.2218195294000,-16.4143049558785,centro cultural
